0	1	7.39832e-08	0	2.42414e-06	-0	1.07976e-07	0	7.39832e-08	0	2.42414e-06	-0	1.07976e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	4.26728e-08	0	1.44932e-06	-0	5.93675e-08	0	4.26728e-08	0	1.44932e-06	-0	5.93675e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1.59548e-08	0	8.60024e-07	0	1.55502e-08	-0	1.59548e-08	0	8.60024e-07	0	1.55502e-08	-0	0	0	0	0	0	0	0	0	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	2	9.78076e-09	0	5.20502e-07	-0	9.91519e-09	0	9.78076e-09	0	5.20502e-07	-0	9.91519e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
2	1	9.22437e-09	1.10693e-12	5.72558e-07	-1.17369e-13	7.246e-09	1.28971e-13	9.22437e-09	1.10693e-12	5.72558e-07	-1.17369e-13	7.246e-09	1.28971e-13	0.00010862	3.59458e-06	5.35098e-07	-4.42847e-07	1.12594e-06	-5.53645e-09	1.07641e-14	1.55429e-18	3.54533e-05	-1.89049e-18	5.85834e-11	9.70156e-16	0.00209811	3.69988e-07	7.80483e-05	-1.3036e-09	-8.38209e-05	5.66143e-10	0.00209811	3.69988e-07	7.80483e-05	-1.3036e-09	-8.38209e-05	5.66143e-10
2	2	5.71946e-09	9.85921e-13	3.53985e-07	-8.80947e-14	4.4936e-09	9.67988e-14	5.71946e-09	9.85921e-13	3.53985e-07	-8.80947e-14	4.4936e-09	9.67988e-14	0.000189383	9.30418e-07	1.10356e-06	-2.52443e-07	1.56295e-06	-2.25447e-08	0.000181012	6.89013e-07	1.10151e-06	-1.68276e-07	1.48512e-06	-1.54111e-08	0.00131462	1.486e-07	4.62867e-05	-3.52147e-09	-4.69519e-05	1.54586e-09	0.00131462	1.486e-07	4.62867e-05	-3.52147e-09	-4.69519e-05	1.54586e-09
3	1	1.26986e-08	1.27191e-11	9.77816e-07	8.2751e-12	1.01298e-08	5.98597e-12	1.26986e-08	1.27191e-11	9.77816e-07	8.2751e-12	1.01298e-08	5.98597e-12	4.67431e-05	2.51713e-05	8.83071e-05	-6.44685e-06	8.93981e-06	2.949e-09	4.15832e-05	6.12069e-08	0.000749833	-1.09595e-08	3.78047e-05	3.86041e-09	0.0001431	1.28705e-05	1.04465e-05	-1.91852e-06	-7.86155e-06	-5.99504e-07	0.0001431	1.28705e-05	1.04465e-05	-1.91852e-06	-7.86155e-06	-5.99504e-07
3	2	7.99323e-09	4.94255e-12	6.13256e-07	4.09073e-12	6.38058e-09	3.02542e-12	7.99323e-09	4.94255e-12	6.13256e-07	4.09073e-12	6.38058e-09	3.02542e-12	3.82076e-05	1.58011e-05	5.59395e-05	-5.2872e-06	7.2897e-06	-2.91827e-07	2.89782e-05	1.56954e-05	5.60964e-05	-3.93207e-06	5.25385e-06	-1.78019e-07	8.88991e-05	8.1061e-06	6.37664e-06	-1.20545e-06	4.88243e-06	3.81189e-07	8.88991e-05	8.1061e-06	6.37664e-06	-1.20545e-06	4.88243e-06	3.81189e-07
4	1	2.75728e-08	8.09704e-11	2.46172e-06	4.21215e-13	2.3356e-08	5.61477e-11	2.75728e-08	8.09704e-11	2.46172e-06	4.21215e-13	2.3356e-08	5.61477e-11	4.5188e-06	4.374e-06	0.000137265	-9.67519e-07	9.94881e-07	-4.36687e-07	0.000481427	1.26591e-06	0.00176524	-4.43677e-08	0.000284741	-9.52877e-09	0.000139736	3.18568e-05	8.64949e-06	-3.03903e-06	-6.23844e-06	-1.32932e-06	0.000189776	4.19677e-05	1.17886e-05	-4.94461e-06	-9.27349e-06	-1.84851e-06
4	2	1.75913e-08	5.33986e-11	1.56039e-06	4.48571e-13	1.49004e-08	3.65889e-11	1.75913e-08	5.33986e-11	1.56039e-06	4.48571e-13	1.49004e-08	3.65889e-11	2.65955e-06	2.63461e-06	8.59408e-05	-5.66659e-07	5.92871e-07	-2.86177e-07	2.66916e-06	2.65773e-06	8.60956e-05	-5.61898e-07	5.73106e-07	-3.32038e-07	0.000117603	2.64488e-05	7.40423e-06	3.07349e-06	5.76151e-06	-1.16741e-06	0.000117603	2.64488e-05	7.40423e-06	3.07349e-06	5.76151e-06	-1.16741e-06
